Order ID,Product,Quantity Ordered,Price Each,Order Date,Street Address,City,State
250212,AAA Batteries (4-pack),4,2.99,2021-06-22 09:43:00,323 Sunset St,San Francisco,CA
250214,Lightning Charging Cable,2,14.95,2021-06-08 21:56:00,223 Maple St,Portland,OR
250216,AA Batteries (4-pack),2,3.84,2021-06-14 14:32:00,658 Park St,Los Angeles,CA
250218,27in FHD Monitor,1,149.99,2021-06-13 12:05:00,464 Johnson St,San Francisco,CA
250224,Google Phone,1,600.0,2021-06-18 23:17:00,117 Lake St,New York City,NY
250234,Macbook Pro Laptop,1,1700.0,2021-06-13 19:46:00,640 Park St,Austin,TX
250244,Vareebadd Phone,1,400.0,2021-06-15 12:14:00,644 Madison St,Seattle,WA
250252,AAA Batteries (4-pack),2,2.99,2021-06-03 15:22:00,918 Johnson St,Los Angeles,CA
250256,AAA Batteries (4-pack),2,2.99,2021-06-12 16:02:00,893 Jackson St,Atlanta,GA
250269,Bose SoundSport Headphones,1,99.99,2021-06-23 18:36:00,644 Cedar St,Boston,MA
250270,Google Phone,1,600.0,2021-06-16 08:20:00,901 8th St,Atlanta,GA
250278,Wired Headphones,1,11.99,2021-06-12 12:19:00,52 Lincoln St,Atlanta,GA
250285,27in FHD Monitor,1,149.99,2021-06-05 18:12:00,660 Walnut St,Los Angeles,CA
250291,Lightning Charging Cable,2,14.95,2021-06-18 13:21:00,465 11th St,San Francisco,CA
250293,Wired Headphones,1,11.99,2021-06-02 10:05:00,311 6th St,Austin,TX
250295,iPhone,1,700.0,2021-06-21 19:56:00,371 Johnson St,San Francisco,CA
250302,AA Batteries (4-pack),1,3.84,2021-06-18 16:27:00,63 Johnson St,San Francisco,CA
250307,Lightning Charging Cable,2,14.95,2021-06-30 11:31:00,127 13th St,Boston,MA
250318,USB-C Charging Cable,2,11.95,2021-06-30 14:13:00,138 Adams St,Austin,TX
250320,USB-C Charging Cable,1,11.95,2021-06-26 14:25:00,262 Wilson St,Los Angeles,CA
250325,USB-C Charging Cable,2,11.95,2021-06-10 18:45:00,316 Pine St,New York City,NY
250327,Bose SoundSport Headphones,1,99.99,2021-06-23 22:38:00,323 Pine St,New York City,NY
250339,27in FHD Monitor,1,149.99,2021-06-30 23:24:00,539 Madison St,Los Angeles,CA
250340,Macbook Pro Laptop,1,1700.0,2021-06-25 09:55:00,705 Forest St,San Francisco,CA
250342,USB-C Charging Cable,1,11.95,2021-06-21 22:08:00,942 Lake St,Los Angeles,CA
250346,Bose SoundSport Headphones,1,99.99,2021-06-01 18:09:00,567 West St,New York City,NY
250346,AA Batteries (4-pack),4,3.84,2021-06-01 18:09:00,567 West St,New York City,NY
250357,AAA Batteries (4-pack),1,2.99,2021-06-27 15:05:00,254 Lake St,Dallas,TX
250362,AA Batteries (4-pack),4,3.84,2021-06-30 10:56:00,952 Jackson St,San Francisco,CA
250370,34in Ultrawide Monitor,1,379.99,2021-06-08 14:16:00,420 9th St,San Francisco,CA
250377,Flatscreen TV,1,300.0,2021-06-07 20:16:00,246 13th St,Portland,OR
250382,USB-C Charging Cable,2,11.95,2021-06-16 15:47:00,922 Adams St,New York City,NY
250393,Macbook Pro Laptop,1,1700.0,2021-06-04 23:01:00,355 Maple St,Portland,OR
250406,Google Phone,1,600.0,2021-06-08 08:52:00,230 Adams St,Atlanta,GA
250406,USB-C Charging Cable,2,11.95,2021-06-08 08:52:00,230 Adams St,Atlanta,GA
250415,AA Batteries (4-pack),1,3.84,2021-06-03 16:42:00,606 6th St,San Francisco,CA
250416,Wired Headphones,2,11.99,2021-06-28 16:43:00,830 Cedar St,Los Angeles,CA
250422,ThinkPad Laptop,1,999.99,2021-06-13 21:51:00,983 Dogwood St,San Francisco,CA
250438,Vareebadd Phone,1,400.0,2021-06-16 19:14:00,937 1st St,San Francisco,CA
250438,USB-C Charging Cable,4,11.95,2021-06-16 19:14:00,937 1st St,San Francisco,CA
250438,Wired Headphones,2,11.99,2021-06-16 19:14:00,937 1st St,San Francisco,CA
250444,AA Batteries (4-pack),4,3.84,2021-06-11 14:15:00,357 10th St,New York City,NY
250448,Wired Headphones,1,11.99,2021-06-16 21:33:00,403 Highland St,Boston,MA
250451,USB-C Charging Cable,2,11.95,2021-06-04 12:41:00,754 10th St,Atlanta,GA
250452,Lightning Charging Cable,2,14.95,2021-06-23 10:26:00,918 North St,Atlanta,GA
250459,20in Monitor,1,109.99,2021-06-11 23:17:00,29 Willow St,San Francisco,CA
250487,Lightning Charging Cable,1,14.95,2021-06-23 17:41:00,19 Jackson St,Austin,TX
250500,Flatscreen TV,1,300.0,2021-06-29 21:09:00,916 2nd St,Boston,MA
250502,Bose SoundSport Headphones,1,99.99,2021-06-22 19:43:00,119 Forest St,Portland,OR
250509,Apple Airpods Headphones,1,150.0,2021-06-15 14:33:00,86 Jackson St,Boston,MA
250514,iPhone,1,700.0,2021-06-02 16:45:00,80 Lake St,San Francisco,CA
250522,20in Monitor,1,109.99,2021-06-30 09:41:00,218 Lincoln St,Portland,OR
250527,AA Batteries (4-pack),2,3.84,2021-06-11 19:43:00,105 8th St,New York City,NY
250531,USB-C Charging Cable,2,11.95,2021-06-03 09:13:00,489 Wilson St,Seattle,WA
250544,Lightning Charging Cable,2,14.95,2021-06-20 07:36:00,528 Lakeview St,Boston,MA
250552,Wired Headphones,1,11.99,2021-06-22 16:12:00,978 Ridge St,San Francisco,CA
250561,AAA Batteries (4-pack),8,2.99,2021-06-23 18:07:00,916 Pine St,Atlanta,GA
250562,iPhone,1,700.0,2021-06-12 11:21:00,359 Jefferson St,Seattle,WA
250571,Lightning Charging Cable,1,14.95,2021-06-07 18:59:00,73 River St,Boston,MA
250572,Wired Headphones,1,11.99,2021-06-15 11:30:00,340 Jefferson St,San Francisco,CA
250576,AA Batteries (4-pack),2,3.84,2021-06-07 08:00:00,448 Willow St,Seattle,WA
250583,Apple Airpods Headphones,1,150.0,2021-06-19 11:53:00,136 Cedar St,Los Angeles,CA
250587,Lightning Charging Cable,2,14.95,2021-06-24 23:49:00,929 Jefferson St,Austin,TX
250602,AA Batteries (4-pack),2,3.84,2021-06-20 23:36:00,581 5th St,Los Angeles,CA
250605,USB-C Charging Cable,2,11.95,2021-06-24 18:21:00,744 Park St,San Francisco,CA
250609,Wired Headphones,1,11.99,2021-06-01 22:04:00,799 Cedar St,Portland,OR
250610,Wired Headphones,1,11.99,2021-06-24 20:37:00,725 Jackson St,Seattle,WA
250618,Lightning Charging Cable,2,14.95,2021-06-15 14:00:00,93 Willow St,New York City,NY
250620,AA Batteries (4-pack),2,3.84,2021-06-22 12:09:00,137 9th St,New York City,NY
250624,AA Batteries (4-pack),1,3.84,2021-06-30 11:52:00,675 7th St,Boston,MA
250646,USB-C Charging Cable,2,11.95,2021-06-29 22:24:00,800 2nd St,Dallas,TX
250671,Wired Headphones,1,11.99,2021-06-04 13:23:00,380 Jefferson St,New York City,NY
250673,AA Batteries (4-pack),2,3.84,2021-06-23 15:14:00,455 2nd St,New York City,NY
250676,27in FHD Monitor,1,149.99,2021-06-17 18:25:00,535 Walnut St,Dallas,TX
250688,AAA Batteries (4-pack),2,2.99,2021-06-18 12:23:00,236 5th St,New York City,NY
250700,USB-C Charging Cable,1,11.95,2021-06-17 18:07:00,544 1st St,Boston,MA
250724,USB-C Charging Cable,1,11.95,2021-06-16 00:19:00,622 Willow St,New York City,NY
250727,Apple Airpods Headphones,1,150.0,2021-06-19 11:57:00,223 Lake St,New York City,NY
250728,USB-C Charging Cable,2,11.95,2021-06-07 10:29:00,861 Meadow St,Boston,MA
250734,USB-C Charging Cable,2,11.95,2021-06-09 12:07:00,123 12th St,Boston,MA
250735,AAA Batteries (4-pack),2,2.99,2021-06-26 02:50:00,951 Johnson St,San Francisco,CA
250742,iPhone,1,700.0,2021-06-18 10:25:00,804 10th St,Dallas,TX
250751,Lightning Charging Cable,2,14.95,2021-06-22 19:53:00,847 Jefferson St,Atlanta,GA
250788,Lightning Charging Cable,2,14.95,2021-06-15 13:25:00,727 Maple St,San Francisco,CA
250791,USB-C Charging Cable,2,11.95,2021-06-18 20:27:00,109 Lakeview St,San Francisco,CA
250817,Wired Headphones,1,11.99,2021-06-14 13:19:00,482 Elm St,New York City,NY
250836,27in 4K Gaming Monitor,1,389.99,2021-06-08 18:08:00,528 Jackson St,San Francisco,CA
250841,Bose SoundSport Headphones,1,99.99,2021-06-17 18:34:00,891 Ridge St,San Francisco,CA
250842,AAA Batteries (4-pack),4,2.99,2021-06-11 13:48:00,136 Dogwood St,Boston,MA
250865,Vareebadd Phone,1,400.0,2021-06-06 09:23:00,656 11th St,Austin,TX
250865,USB-C Charging Cable,1,11.95,2021-06-06 09:23:00,656 11th St,Austin,TX
250875,Bose SoundSport Headphones,1,99.99,2021-06-24 15:09:00,187 Lincoln St,Dallas,TX
250879,Lightning Charging Cable,1,14.95,2021-06-23 12:36:00,389 8th St,Portland,OR
250886,Wired Headphones,1,11.99,2021-06-22 17:10:00,775 Church St,New York City,NY
250889,AA Batteries (4-pack),1,3.84,2021-06-03 21:53:00,452 1st St,Dallas,TX
250892,Lightning Charging Cable,2,14.95,2021-06-28 21:53:00,106 Spruce St,Austin,TX
250894,Lightning Charging Cable,2,14.95,2021-06-26 19:41:00,162 6th St,San Francisco,CA
250897,AAA Batteries (4-pack),2,2.99,2021-06-28 07:50:00,792 12th St,San Francisco,CA
250898,Lightning Charging Cable,2,14.95,2021-06-02 11:03:00,321 South St,Los Angeles,CA
250900,Flatscreen TV,1,300.0,2021-06-01 18:12:00,339 11th St,Atlanta,GA
250903,27in 4K Gaming Monitor,1,389.99,2021-06-21 18:22:00,760 Spruce St,Portland,OR
250911,Google Phone,1,600.0,2021-06-06 13:08:00,614 Willow St,Los Angeles,CA
250911,Wired Headphones,2,11.99,2021-06-06 13:08:00,614 Willow St,Los Angeles,CA
250932,Google Phone,1,600.0,2021-06-11 06:52:00,896 2nd St,New York City,NY
250939,20in Monitor,1,109.99,2021-06-09 16:59:00,221 9th St,San Francisco,CA
250945,AAA Batteries (4-pack),1,2.99,2021-06-03 12:08:00,726 West St,Portland,ME
250964,AAA Batteries (4-pack),2,2.99,2021-06-05 13:58:00,662 10th St,New York City,NY
250965,ThinkPad Laptop,1,999.99,2021-06-04 14:16:00,914 9th St,New York City,NY
250969,Vareebadd Phone,1,400.0,2021-06-09 21:16:00,384 West St,Seattle,WA
250977,Lightning Charging Cable,2,14.95,2021-06-14 22:18:00,572 Lincoln St,New York City,NY
250984,Lightning Charging Cable,2,14.95,2021-06-22 17:14:00,627 7th St,San Francisco,CA
250988,Lightning Charging Cable,1,14.95,2021-06-03 10:49:00,837 Forest St,Dallas,TX
250997,Flatscreen TV,1,300.0,2021-06-30 22:36:00,988 Ridge St,San Francisco,CA
251016,Macbook Pro Laptop,1,1700.0,2021-06-09 19:37:00,136 Hill St,Dallas,TX
251025,Wired Headphones,2,11.99,2021-06-15 20:17:00,195 Pine St,Boston,MA
251044,AA Batteries (4-pack),2,3.84,2021-06-15 21:42:00,289 4th St,Boston,MA
251047,AA Batteries (4-pack),3,3.84,2021-06-11 17:10:00,535 9th St,Dallas,TX
251053,34in Ultrawide Monitor,1,379.99,2021-06-12 10:29:00,823 Forest St,New York City,NY
251057,Bose SoundSport Headphones,1,99.99,2021-06-27 11:39:00,861 Wilson St,New York City,NY
251058,AAA Batteries (4-pack),4,2.99,2021-06-21 09:39:00,535 6th St,Los Angeles,CA
251059,27in FHD Monitor,1,149.99,2021-06-07 13:37:00,998 Lake St,Dallas,TX
251062,Apple Airpods Headphones,1,150.0,2021-06-30 18:33:00,469 Lincoln St,Atlanta,GA
251076,27in 4K Gaming Monitor,1,389.99,2021-06-10 14:42:00,320 South St,New York City,NY
251086,34in Ultrawide Monitor,1,379.99,2021-06-29 15:05:00,638 Cedar St,Seattle,WA
251089,34in Ultrawide Monitor,1,379.99,2021-06-14 22:15:00,264 Adams St,Los Angeles,CA
251095,AA Batteries (4-pack),2,3.84,2021-06-20 21:47:00,265 Sunset St,Portland,ME
251097,AA Batteries (4-pack),2,3.84,2021-06-14 17:04:00,167 Johnson St,San Francisco,CA
251101,27in FHD Monitor,1,149.99,2021-06-02 11:22:00,184 Madison St,Los Angeles,CA
251111,AAA Batteries (4-pack),1,2.99,2021-06-05 17:15:00,726 Forest St,San Francisco,CA
251116,Apple Airpods Headphones,1,150.0,2021-06-27 15:46:00,832 West St,San Francisco,CA
251119,AA Batteries (4-pack),2,3.84,2021-06-13 07:10:00,69 6th St,Atlanta,GA
251125,Wired Headphones,4,11.99,2021-06-10 08:27:00,866 Spruce St,New York City,NY
251131,34in Ultrawide Monitor,1,379.99,2021-06-28 17:14:00,376 13th St,Los Angeles,CA
251138,27in 4K Gaming Monitor,1,389.99,2021-06-13 21:00:00,971 Spruce St,San Francisco,CA
251140,AAA Batteries (4-pack),1,2.99,2021-06-18 17:46:00,155 9th St,Austin,TX
251140,Wired Headphones,2,11.99,2021-06-18 17:46:00,155 9th St,Austin,TX
251141,Wired Headphones,1,11.99,2021-06-18 12:35:00,206 12th St,Dallas,TX
251151,AA Batteries (4-pack),2,3.84,2021-06-17 15:36:00,279 Lincoln St,New York City,NY
251159,AAA Batteries (4-pack),2,2.99,2021-06-20 20:22:00,630 13th St,Los Angeles,CA
251164,Bose SoundSport Headphones,1,99.99,2021-06-14 17:39:00,731 Park St,New York City,NY
251167,Bose SoundSport Headphones,1,99.99,2021-06-04 21:38:00,871 9th St,San Francisco,CA
251173,Bose SoundSport Headphones,1,99.99,2021-06-10 09:19:00,6 North St,Boston,MA
251174,Flatscreen TV,1,300.0,2021-06-12 22:59:00,477 Cedar St,San Francisco,CA
251178,Apple Airpods Headphones,1,150.0,2021-06-21 08:47:00,377 4th St,San Francisco,CA
251186,27in FHD Monitor,1,149.99,2021-06-26 00:19:00,437 Lincoln St,Dallas,TX
251192,27in FHD Monitor,1,149.99,2021-06-14 04:42:00,137 1st St,New York City,NY
251200,AA Batteries (4-pack),2,3.84,2021-06-23 21:25:00,568 6th St,Portland,OR
251203,Bose SoundSport Headphones,1,99.99,2021-06-02 14:14:00,432 14th St,Boston,MA
251207,27in FHD Monitor,1,149.99,2021-07-01 02:32:00,439 Meadow St,Seattle,WA
251215,Google Phone,1,600.0,2021-06-06 23:19:00,759 12th St,Los Angeles,CA
251215,USB-C Charging Cable,2,11.95,2021-06-06 23:19:00,759 12th St,Los Angeles,CA
251224,Apple Airpods Headphones,1,150.0,2021-06-17 14:31:00,133 South St,San Francisco,CA
251232,USB-C Charging Cable,2,11.95,2021-06-17 14:01:00,862 4th St,Atlanta,GA
251234,AAA Batteries (4-pack),4,2.99,2021-06-01 12:20:00,170 12th St,New York City,NY
251243,AA Batteries (4-pack),1,3.84,2021-06-12 10:28:00,54 River St,New York City,NY
251249,20in Monitor,1,109.99,2021-06-18 20:03:00,851 Dogwood St,Boston,MA
251255,AA Batteries (4-pack),2,3.84,2021-06-10 21:22:00,600 Jackson St,Boston,MA
251258,Lightning Charging Cable,1,14.95,2021-06-11 13:09:00,894 Hickory St,San Francisco,CA
251259,Bose SoundSport Headphones,1,99.99,2021-06-30 15:48:00,780 2nd St,New York City,NY
251282,AAA Batteries (4-pack),2,2.99,2021-06-16 19:11:00,179 River St,New York City,NY
251292,27in FHD Monitor,1,149.99,2021-06-13 22:51:00,661 Highland St,San Francisco,CA
251297,AAA Batteries (4-pack),2,2.99,2021-06-10 11:23:00,674 Sunset St,Boston,MA
251298,20in Monitor,1,109.99,2021-06-20 11:51:00,312 Jefferson St,San Francisco,CA
251300,27in 4K Gaming Monitor,1,389.99,2021-06-30 17:50:00,975 8th St,San Francisco,CA
251308,AAA Batteries (4-pack),4,2.99,2021-06-17 10:27:00,369 5th St,San Francisco,CA
251310,iPhone,1,700.0,2021-06-08 12:07:00,942 Jefferson St,Portland,OR
251322,AA Batteries (4-pack),4,3.84,2021-06-11 15:42:00,338 Ridge St,Los Angeles,CA
251323,AAA Batteries (4-pack),4,2.99,2021-06-08 10:31:00,515 Meadow St,Portland,ME
251325,iPhone,1,700.0,2021-06-10 17:21:00,892 Spruce St,Los Angeles,CA
251338,Google Phone,1,600.0,2021-06-18 12:08:00,24 Johnson St,Los Angeles,CA
251366,Flatscreen TV,1,300.0,2021-06-05 12:49:00,229 12th St,Seattle,WA
251367,Apple Airpods Headphones,1,150.0,2021-06-15 22:46:00,774 Cedar St,Dallas,TX
251376,Lightning Charging Cable,1,14.95,2021-06-17 16:03:00,246 10th St,Dallas,TX
251382,27in 4K Gaming Monitor,1,389.99,2021-06-10 20:25:00,909 9th St,Dallas,TX
251391,AA Batteries (4-pack),1,3.84,2021-06-30 15:24:00,434 Jackson St,Atlanta,GA
251395,USB-C Charging Cable,1,11.95,2021-06-08 11:51:00,789 North St,Seattle,WA
251396,Apple Airpods Headphones,1,150.0,2021-06-07 12:08:00,233 1st St,Los Angeles,CA
251399,27in 4K Gaming Monitor,1,389.99,2021-06-16 19:47:00,659 8th St,San Francisco,CA
251404,Macbook Pro Laptop,1,1700.0,2021-06-03 05:36:00,376 North St,Atlanta,GA
251406,Bose SoundSport Headphones,1,99.99,2021-06-01 21:53:00,183 11th St,San Francisco,CA
251407,ThinkPad Laptop,1,999.99,2021-06-17 18:04:00,793 Johnson St,Seattle,WA
251416,Macbook Pro Laptop,1,1700.0,2021-06-08 22:18:00,211 1st St,Portland,OR
251434,34in Ultrawide Monitor,1,379.99,2021-06-22 11:36:00,860 6th St,Los Angeles,CA
251448,Bose SoundSport Headphones,1,99.99,2021-06-05 22:33:00,787 Washington St,Dallas,TX
251458,Wired Headphones,1,11.99,2021-06-24 09:27:00,24 14th St,Portland,OR
251467,AAA Batteries (4-pack),2,2.99,2021-06-06 17:52:00,332 11th St,San Francisco,CA
251470,Apple Airpods Headphones,1,150.0,2021-06-14 13:47:00,999 Elm St,Boston,MA
251472,AAA Batteries (4-pack),4,2.99,2021-06-01 11:42:00,331 Spruce St,New York City,NY
251485,34in Ultrawide Monitor,1,379.99,2021-06-29 16:40:00,52 Cherry St,San Francisco,CA
251500,Lightning Charging Cable,1,14.95,2021-06-26 17:59:00,847 Spruce St,Boston,MA
251501,Lightning Charging Cable,2,14.95,2021-06-19 12:01:00,444 2nd St,Austin,TX
251503,Bose SoundSport Headphones,1,99.99,2021-06-06 16:19:00,212 Spruce St,Boston,MA
251506,Lightning Charging Cable,1,14.95,2021-06-13 05:55:00,818 Chestnut St,New York City,NY
251507,iPhone,1,700.0,2021-06-04 20:43:00,590 Johnson St,Portland,OR
251511,Macbook Pro Laptop,1,1700.0,2021-06-25 19:20:00,591 13th St,New York City,NY
251517,iPhone,1,700.0,2021-06-16 18:51:00,991 Wilson St,San Francisco,CA
251539,Wired Headphones,1,11.99,2021-06-11 14:13:00,2 Chestnut St,Seattle,WA
251552,USB-C Charging Cable,2,11.95,2021-06-05 11:42:00,828 Spruce St,San Francisco,CA
251568,27in FHD Monitor,1,149.99,2021-06-14 14:46:00,532 9th St,Dallas,TX
251571,USB-C Charging Cable,2,11.95,2021-06-18 07:03:00,205 Center St,Los Angeles,CA
251573,Vareebadd Phone,1,400.0,2021-06-27 10:12:00,661 Ridge St,Seattle,WA
251577,Bose SoundSport Headphones,1,99.99,2021-06-21 18:34:00,557 10th St,San Francisco,CA
251579,AAA Batteries (4-pack),1,2.99,2021-06-22 08:37:00,41 Center St,Los Angeles,CA
251584,AAA Batteries (4-pack),2,2.99,2021-06-24 08:05:00,768 Park St,Atlanta,GA
251590,AAA Batteries (4-pack),2,2.99,2021-06-10 20:03:00,145 Park St,New York City,NY
251593,Apple Airpods Headphones,1,150.0,2021-06-04 19:20:00,924 Church St,San Francisco,CA
251599,Wired Headphones,1,11.99,2021-06-29 18:56:00,942 Jackson St,Dallas,TX
251602,Wired Headphones,2,11.99,2021-06-05 21:45:00,748 Lincoln St,Los Angeles,CA
251605,Google Phone,1,600.0,2021-06-06 11:54:00,835 Park St,Dallas,TX
251606,Lightning Charging Cable,2,14.95,2021-06-21 12:39:00,154 Main St,Boston,MA
251607,27in 4K Gaming Monitor,1,389.99,2021-06-12 11:05:00,844 Meadow St,Boston,MA
251609,Bose SoundSport Headphones,1,99.99,2021-06-22 16:21:00,769 8th St,Los Angeles,CA
251620,USB-C Charging Cable,1,11.95,2021-06-26 00:04:00,427 14th St,Austin,TX
251622,Wired Headphones,2,11.99,2021-06-03 21:25:00,865 Lakeview St,Austin,TX
251630,Apple Airpods Headphones,1,150.0,2021-06-28 12:01:00,542 6th St,New York City,NY
251639,27in 4K Gaming Monitor,1,389.99,2021-06-27 14:04:00,642 2nd St,Atlanta,GA
251644,USB-C Charging Cable,2,11.95,2021-06-18 12:07:00,940 Lake St,Seattle,WA
251645,Apple Airpods Headphones,1,150.0,2021-06-04 02:23:00,317 Lincoln St,New York City,NY
251649,Bose SoundSport Headphones,1,99.99,2021-06-10 09:09:00,775 Jefferson St,San Francisco,CA
251655,Bose SoundSport Headphones,1,99.99,2021-06-04 10:00:00,195 Willow St,New York City,NY
251659,USB-C Charging Cable,2,11.95,2021-06-21 23:22:00,580 5th St,San Francisco,CA
251667,AAA Batteries (4-pack),4,2.99,2021-06-25 01:07:00,87 1st St,Atlanta,GA
251672,Lightning Charging Cable,1,14.95,2021-06-04 20:50:00,984 Dogwood St,Austin,TX
251673,AAA Batteries (4-pack),2,2.99,2021-06-22 17:41:00,513 14th St,Seattle,WA
251674,USB-C Charging Cable,2,11.95,2021-06-17 11:47:00,983 10th St,Atlanta,GA
251675,AA Batteries (4-pack),1,3.84,2021-06-11 10:24:00,659 Ridge St,Los Angeles,CA
251679,Lightning Charging Cable,2,14.95,2021-06-30 22:10:00,100 Main St,San Francisco,CA
251693,iPhone,1,700.0,2021-06-02 15:12:00,211 Jefferson St,San Francisco,CA
251704,Wired Headphones,2,11.99,2021-06-20 19:04:00,722 Wilson St,Portland,OR
251705,Lightning Charging Cable,1,14.95,2021-06-26 20:01:00,563 Walnut St,New York City,NY
251709,AA Batteries (4-pack),8,3.84,2021-06-12 17:17:00,974 Willow St,New York City,NY
251713,Apple Airpods Headphones,1,150.0,2021-06-10 20:31:00,96 Park St,New York City,NY
251723,Apple Airpods Headphones,1,150.0,2021-06-16 16:48:00,737 West St,San Francisco,CA
251734,20in Monitor,1,109.99,2021-06-17 15:48:00,376 Jefferson St,Seattle,WA
251736,Macbook Pro Laptop,1,1700.0,2021-06-22 22:24:00,599 Forest St,Los Angeles,CA
251740,Lightning Charging Cable,1,14.95,2021-06-28 19:25:00,192 North St,New York City,NY
251745,Apple Airpods Headphones,1,150.0,2021-06-19 19:50:00,523 Adams St,Los Angeles,CA
251746,Apple Airpods Headphones,1,150.0,2021-06-21 11:55:00,472 Walnut St,Los Angeles,CA
251747,Bose SoundSport Headphones,1,99.99,2021-06-17 11:32:00,478 Forest St,San Francisco,CA
251757,Bose SoundSport Headphones,1,99.99,2021-06-23 21:58:00,453 13th St,New York City,NY
251765,Lightning Charging Cable,1,14.95,2021-06-26 10:58:00,172 Lincoln St,Boston,MA
251766,27in FHD Monitor,1,149.99,2021-06-04 10:15:00,394 Lincoln St,Los Angeles,CA
251768,Lightning Charging Cable,2,14.95,2021-06-18 08:45:00,891 River St,San Francisco,CA
251770,Macbook Pro Laptop,1,1700.0,2021-06-26 13:16:00,330 Jackson St,Boston,MA
251780,USB-C Charging Cable,1,11.95,2021-06-13 23:06:00,660 5th St,Seattle,WA
251783,Lightning Charging Cable,2,14.95,2021-06-02 21:00:00,203 Cherry St,New York City,NY
251788,Macbook Pro Laptop,1,1700.0,2021-06-30 18:43:00,501 Maple St,Boston,MA
251789,Bose SoundSport Headphones,1,99.99,2021-06-20 21:34:00,464 Cherry St,San Francisco,CA
251790,Lightning Charging Cable,1,14.95,2021-06-14 16:23:00,744 Main St,New York City,NY
251799,Lightning Charging Cable,2,14.95,2021-06-16 18:46:00,142 Sunset St,Seattle,WA
251811,Flatscreen TV,1,300.0,2021-06-12 20:25:00,546 North St,Austin,TX
251812,AAA Batteries (4-pack),4,2.99,2021-06-28 14:37:00,415 Forest St,Seattle,WA
251817,Bose SoundSport Headphones,1,99.99,2021-06-14 14:04:00,579 River St,Los Angeles,CA
251818,Bose SoundSport Headphones,1,99.99,2021-06-12 16:48:00,237 2nd St,San Francisco,CA
251825,Wired Headphones,1,11.99,2021-06-23 21:11:00,365 11th St,Portland,OR
251832,Apple Airpods Headphones,1,150.0,2021-06-03 17:51:00,588 11th St,Dallas,TX
251833,AA Batteries (4-pack),2,3.84,2021-06-20 19:31:00,486 North St,San Francisco,CA
251834,27in FHD Monitor,1,149.99,2021-06-26 15:45:00,721 Dogwood St,San Francisco,CA
251835,USB-C Charging Cable,1,11.95,2021-06-05 03:02:00,186 Maple St,Portland,OR
251838,AA Batteries (4-pack),2,3.84,2021-06-23 07:30:00,873 Jefferson St,Atlanta,GA
251847,iPhone,1,700.0,2021-06-23 16:12:00,795 Jackson St,San Francisco,CA
251847,Apple Airpods Headphones,1,150.0,2021-06-23 16:12:00,795 Jackson St,San Francisco,CA
251848,Wired Headphones,1,11.99,2021-06-03 12:54:00,115 Cherry St,Seattle,WA
251851,Apple Airpods Headphones,1,150.0,2021-06-05 20:25:00,879 West St,Dallas,TX
251854,Apple Airpods Headphones,1,150.0,2021-06-18 20:10:00,352 14th St,San Francisco,CA
251854,AA Batteries (4-pack),1,3.84,2021-06-18 20:10:00,352 14th St,San Francisco,CA
251866,Lightning Charging Cable,1,14.95,2021-06-21 06:54:00,452 Johnson St,Seattle,WA
251872,AA Batteries (4-pack),2,3.84,2021-06-10 08:52:00,471 Jackson St,San Francisco,CA
251878,Apple Airpods Headphones,1,150.0,2021-06-08 11:57:00,313 Maple St,Atlanta,GA
251881,AAA Batteries (4-pack),4,2.99,2021-06-25 21:14:00,214 9th St,Boston,MA
251883,USB-C Charging Cable,2,11.95,2021-06-18 11:24:00,768 South St,Boston,MA
251888,34in Ultrawide Monitor,1,379.99,2021-06-24 09:09:00,835 8th St,Dallas,TX
251897,AAA Batteries (4-pack),4,2.99,2021-06-22 21:26:00,446 Highland St,San Francisco,CA
251918,Bose SoundSport Headphones,1,99.99,2021-06-02 23:06:00,825 River St,San Francisco,CA
251918,LG Washing Machine,1,600.0,2021-06-02 23:06:00,825 River St,San Francisco,CA
251927,ThinkPad Laptop,1,999.99,2021-06-09 14:40:00,644 9th St,Seattle,WA
251930,Google Phone,1,600.0,2021-06-23 12:57:00,345 Hickory St,Los Angeles,CA
251930,USB-C Charging Cable,1,11.95,2021-06-23 12:57:00,345 Hickory St,Los Angeles,CA
251930,Wired Headphones,2,11.99,2021-06-23 12:57:00,345 Hickory St,Los Angeles,CA
251937,Lightning Charging Cable,2,14.95,2021-06-13 16:20:00,862 Cherry St,Atlanta,GA
251949,Lightning Charging Cable,2,14.95,2021-06-06 21:27:00,356 Dogwood St,Boston,MA
251952,Lightning Charging Cable,2,14.95,2021-06-25 22:22:00,274 Johnson St,Dallas,TX
251953,USB-C Charging Cable,1,11.95,2021-06-29 19:55:00,998 11th St,New York City,NY
251957,ThinkPad Laptop,1,999.99,2021-06-30 19:20:00,135 2nd St,Dallas,TX
251969,Wired Headphones,1,11.99,2021-06-10 15:37:00,13 Elm St,Austin,TX
251974,AA Batteries (4-pack),1,3.84,2021-06-22 11:23:00,505 Center St,San Francisco,CA
251981,Lightning Charging Cable,1,14.95,2021-06-14 08:26:00,341 Jefferson St,Portland,ME
251992,Wired Headphones,1,11.99,2021-06-04 16:45:00,804 Ridge St,New York City,NY
251993,USB-C Charging Cable,2,11.95,2021-06-22 22:06:00,653 Main St,Los Angeles,CA
251994,Apple Airpods Headphones,1,150.0,2021-06-10 14:03:00,823 6th St,Boston,MA
